sku_id,week1,week2,week3,week4,week5
SKrt3Vpe,2 ,2 ,3 ,4 ,1 
SKRt4w9r,5 ,6 ,8 ,11 ,4 
SKRT54hI,3 ,4 ,5 ,6 ,2 
SKrT5Y72,1 ,1 ,2 ,2 ,1 
SKRt61Pi,1 ,2 ,3 ,3 ,1 
SKrt6BRW,2 ,3 ,4 ,6 ,2 
SKRt6dvV,0 ,1 ,1 ,1 ,0 
SKRt6fBx,3 ,3 ,4 ,6 ,2 
SKRt6JSu,2 ,2 ,3 ,4 ,1 
SKRT76x9,1 ,1 ,1 ,1 ,0 
SKRT8LKa,4 ,5 ,7 ,9 ,3 
SKRT8O7t,1 ,1 ,2 ,2 ,1 
SKRT97Ba,0 ,1 ,1 ,1 ,0 
SKRt9g1B,1 ,2 ,2 ,3 ,1 
SKRT9LVc,1 ,2 ,2 ,3 ,1 
SKrtaguO,2 ,2 ,3 ,4 ,1 
SKRTAqJL,3 ,3 ,4 ,6 ,2 
SKRtb5qO,2 ,2 ,3 ,4 ,1 
SKRtb7f4,2 ,3 ,4 ,5 ,2 
SKrTbAEe,1 ,1 ,2 ,2 ,1 
SKRtbArl,1 ,1 ,2 ,2 ,1 
SKrtbf3N,1 ,2 ,2 ,3 ,1 
SKrtbgqT,1 ,1 ,2 ,2 ,1 
SKRtbLh1,2 ,3 ,3 ,4 ,1 
SKRtbMq6,2 ,2 ,3 ,4 ,1 
SKRTbrMs,3 ,4 ,6 ,8 ,3 
SKrTBvMs,7 ,9 ,11 ,15 ,5 
SKRTcK0s,1 ,1 ,2 ,2 ,1 
SKRtcNVY,2 ,2 ,3 ,4 ,1 
SKrTCP1J,1 ,1 ,1 ,2 ,1 
SKrtCpOc,1 ,1 ,2 ,2 ,1 
SKrtd1Qv,2 ,2 ,3 ,4 ,1 
SKRtd3BQ,13 ,17 ,22 ,29 ,10 
SKRtdAyz,4 ,5 ,7 ,9 ,3 
SKrtDEmj,2 ,2 ,3 ,4 ,1 
SKRtdkWu,1 ,1 ,1 ,2 ,1 
SKRtdL3M,1 ,1 ,2 ,2 ,1 
SKrtdzSN,3 ,3 ,5 ,6 ,2 
SKrteFSs,1 ,2 ,2 ,3 ,1 
SKRTEGwk,3 ,4 ,5 ,6 ,2 
SKRtEO7b,1 ,1 ,2 ,2 ,1 
SKRtEXec,2 ,2 ,3 ,3 ,1 
SKrtFR7D,2 ,2 ,3 ,4 ,1 
SKrTGcql,1 ,1 ,2 ,2 ,1 
SKRtGe9g,4 ,6 ,7 ,10 ,3 
SKrtGoJi,2 ,3 ,4 ,5 ,2 
SKRth5xf,1 ,2 ,2 ,3 ,1 
SKRtHcF8,2 ,2 ,3 ,4 ,1 
SKrthH4N,25 ,33 ,43 ,56 ,19 
SKrTHPKL,1 ,1 ,2 ,2 ,1 
SKRTHPZS,2 ,2 ,3 ,4 ,1 
SKrThuVf,1 ,2 ,2 ,3 ,1 
SKRthzoH,5 ,7 ,9 ,12 ,4 
SKRthzXb,4 ,5 ,7 ,9 ,3 
SKRTIB8a,2 ,3 ,4 ,5 ,2 
SKRTicUA,1 ,2 ,3 ,3 ,1 
SKRTIglr,1 ,1 ,1 ,1 ,0 
SKrtIhKa,9 ,11 ,15 ,19 ,6 
SKrtIK8z,1 ,1 ,1 ,1 ,0 
SKRtiKYI,1 ,1 ,2 ,2 ,1 
SKrTIqUO,1 ,2 ,2 ,3 ,1 
SKRtJars,2 ,2 ,3 ,4 ,1 
SKrtjpz7,2 ,3 ,4 ,5 ,2 
SKRtJYNK,2 ,3 ,3 ,4 ,1 
SKRtkBvG,2 ,2 ,3 ,3 ,1 
SKRtkKNd,1 ,1 ,2 ,2 ,1 
SKrTkQoK,1 ,2 ,2 ,3 ,1 
SKrTkwBR,2 ,3 ,4 ,5 ,2 
SKrtlbUs,2 ,2 ,3 ,4 ,1 
SKRTlLVH,1 ,1 ,1 ,1 ,0 
SKrTLoJm,2 ,3 ,4 ,5 ,2 
SKRTLz94,1 ,1 ,1 ,1 ,0 
SKRTmH0M,3 ,4 ,5 ,7 ,2 
SKrTMkzK,0 ,1 ,1 ,1 ,0 
SKRTNapC,1 ,2 ,2 ,3 ,1 
SKrtNhZU,1 ,2 ,2 ,3 ,1 
SKrtNkwn,1 ,2 ,3 ,3 ,1 
SKRTnwYB,5 ,6 ,8 ,11 ,4 
SKrtosBi,4 ,6 ,8 ,10 ,3 
SKrTOuSe,2 ,2 ,3 ,4 ,1 
SKrToVKa,1 ,2 ,2 ,3 ,1 
SKRtOZkK,2 ,2 ,3 ,4 ,1 
SKRtpGOq,1 ,1 ,2 ,2 ,1 
SKrtpNGC,2 ,2 ,3 ,4 ,1 
SKrTPRfW,4 ,5 ,7 ,9 ,3 
SKrtPT8H,1 ,1 ,2 ,2 ,1 
SKRtPuXO,2 ,2 ,3 ,4 ,1 
SKrtPvqZ,1 ,1 ,2 ,2 ,1 
SKRTPyKx,1 ,2 ,2 ,3 ,1 
SKrtpzck,3 ,3 ,4 ,6 ,2 
SKrtQdhG,98 ,128 ,167 ,220 ,73 
SKrTQF4f,2 ,2 ,3 ,4 ,1 
SKrTqK2W,1 ,2 ,2 ,3 ,1 
SKrTqZMz,1 ,2 ,2 ,3 ,1 
SKRtrqun,3 ,4 ,5 ,7 ,2 
SKRTrY0V,1 ,1 ,1 ,1 ,0 
SKRTrzXu,2 ,2 ,3 ,4 ,1 
SKrts02k,2 ,3 ,4 ,5 ,2 
SKrTs34q,2 ,3 ,4 ,5 ,2 
SKRtS3Yv,6 ,8 ,10 ,13 ,4 
SKRtSiGw,9 ,12 ,15 ,20 ,7 
SKrTSKHA,2 ,2 ,3 ,4 ,1 
SKrtsXE7,1 ,1 ,1 ,1 ,0 
SKrtT6HO,0 ,0 ,0 ,1 ,0 
SKrTthzl,2 ,3 ,4 ,5 ,2 
SKrtTm8l,1 ,1 ,1 ,2 ,1 
SKrTtYz8,0 ,0 ,1 ,1 ,0 
SKrtUbdM,1 ,1 ,1 ,1 ,0 
SKrtUOIq,1 ,1 ,2 ,2 ,1 
SKRtUrmp,1 ,2 ,2 ,3 ,1 
SKRTUsmx,2 ,2 ,3 ,3 ,1 
SKRTUVE8,2 ,3 ,4 ,5 ,2 
SKRtuXic,1 ,2 ,2 ,3 ,1 
SKRTv4aW,1 ,2 ,2 ,3 ,1 
SKRTvEgb,1 ,1 ,2 ,2 ,1 
SKRtvLkd,2 ,2 ,3 ,3 ,1 
SKrtvsel,2 ,2 ,3 ,4 ,1 
SKRTW1Ir,2 ,2 ,3 ,4 ,1 
SKRtw3cY,50 ,65 ,85 ,112 ,37 
SKrTw9ic,1 ,1 ,1 ,2 ,1 
SKRTwa0y,2 ,2 ,3 ,4 ,1 
SKRtWD2w,2 ,2 ,3 ,4 ,1 
SKrTwjaW,1 ,1 ,1 ,2 ,1 
SKRtx1Sr,1 ,1 ,2 ,2 ,1 
SKrTxcyb,20 ,25 ,33 ,44 ,15 
SKRTXLyJ,1 ,1 ,2 ,2 ,1 
SKRtxQuw,1 ,1 ,2 ,2 ,1 
SKRTXtvH,2 ,2 ,3 ,4 ,1 
SKrtxW1M,10 ,13 ,17 ,22 ,7 
SKRTy61P,2 ,2 ,3 ,3 ,1 
SKRTyr69,2 ,2 ,3 ,4 ,1 
SKrTYRBX,1 ,2 ,2 ,3 ,1 
SKrtyxkj,6 ,7 ,10 ,13 ,4 
SKrtZ4Wf,1 ,2 ,2 ,3 ,1 
SKrTz59a,8 ,10 ,13 ,17 ,6 
SKRTZ9IF,3 ,3 ,4 ,6 ,2 
SKRTZrNP,2 ,3 ,4 ,5 ,2 
SKRTZSjv,2 ,2 ,3 ,3 ,1 
SKRtzuUm,1 ,1 ,1 ,2 ,1 
SKRU0FIw,2 ,2 ,3 ,4 ,1 
SKrU17Dd,3 ,4 ,6 ,7 ,2 
SKRu1mEJ,1 ,1 ,1 ,2 ,1 
SKru1oQs,3 ,4 ,5 ,7 ,2 
SKru28W5,1 ,2 ,2 ,3 ,1 
SKru2Hbi,3 ,4 ,5 ,6 ,2 
SKRu2TSj,1 ,1 ,2 ,2 ,1 
SKRU2wTn,2 ,3 ,4 ,5 ,2 
SKRu3aGJ,11 ,14 ,19 ,25 ,8 
SKRu3FXk,1 ,1 ,2 ,2 ,1 
SKRu3wiY,1 ,2 ,2 ,3 ,1 
SKRu3ZNw,1 ,1 ,2 ,2 ,1 
SKRU4rD6,6 ,8 ,11 ,14 ,5 
SKrU4VpW,1 ,2 ,2 ,3 ,1 
SKRu4Zvy,1 ,1 ,2 ,3 ,1 
SKrU5FAy,14 ,18 ,24 ,31 ,10 
SKRU5qYQ,6 ,8 ,11 ,14 ,5 
SKRU5w3T,1 ,1 ,2 ,2 ,1 
SKRu5xnf,1 ,2 ,2 ,3 ,1 
SKru6bc4,2 ,3 ,3 ,4 ,1 
SKRU6n9K,1 ,1 ,2 ,2 ,1 
SKrU76h5,3 ,4 ,6 ,7 ,2 
SKRu7No1,1 ,2 ,2 ,3 ,1 
SKRu7Nvc,2 ,3 ,4 ,5 ,2 
SKrU7TS9,1 ,1 ,1 ,2 ,1 
SKRu7Wgm,1 ,1 ,1 ,1 ,0 
SKrU8ioE,6 ,8 ,10 ,13 ,4 
SKRU8nxL,3 ,4 ,5 ,6 ,2 
SKRu8zID,1 ,1 ,1 ,2 ,1 
SKruAcYd,1 ,1 ,1 ,2 ,1 
SKRUaD8Q,1 ,1 ,2 ,3 ,1 
SKRuaVAr,1 ,1 ,1 ,1 ,0 
SKrUB26H,1 ,2 ,2 ,3 ,1 
SKrUb5Nk,1 ,2 ,2 ,3 ,1 
SKRub8WB,1 ,2 ,2 ,3 ,1 
SKRUbdCx,1 ,2 ,2 ,3 ,1 
SKrUbou3,1 ,2 ,2 ,3 ,1 
SKrUBZIs,1 ,2 ,2 ,3 ,1 
SKrUc4vR,0 ,1 ,1 ,1 ,0 
SKruCF5s,2 ,2 ,3 ,4 ,1 
SKRUCFP1,3 ,4 ,5 ,7 ,2 
SKrUcLaC,1 ,2 ,2 ,3 ,1 
SKRUcP1p,1 ,1 ,1 ,2 ,1 
SKrUcy8s,1 ,1 ,1 ,1 ,0 
SKruD29O,1 ,2 ,2 ,3 ,1 
SKRuDbg0,2 ,3 ,3 ,4 ,1 
SKruDe91,2 ,3 ,4 ,5 ,2 
SKrudlNq,1 ,1 ,1 ,2 ,1 
SKrUdmtN,1 ,2 ,2 ,3 ,1 
SKRUDu3i,3 ,3 ,4 ,6 ,2 
SKRUDYON,1 ,1 ,1 ,1 ,0 
SKruebyA,1 ,1 ,1 ,2 ,1 
SKRueLl3,2 ,3 ,4 ,5 ,2 
SKRUEWw3,1 ,2 ,2 ,3 ,1 
SKRuF5ic,1 ,2 ,2 ,3 ,1 
SKruf8xQ,2 ,3 ,3 ,4 ,1 
SKRUfwqj,1 ,1 ,2 ,2 ,1 
SKrUgd9T,1 ,1 ,2 ,2 ,1 
SKruGk9N,7 ,9 ,12 ,15 ,5 
SKRuGwcr,1 ,1 ,1 ,2 ,1 
SKRUH8ov,1 ,2 ,2 ,3 ,1 
SKrUhAXV,13 ,17 ,22 ,29 ,10 
SKruHR4P,1 ,1 ,2 ,2 ,1 
SKRUHYsi,1 ,1 ,2 ,2 ,1 
SKrUi30x,1 ,1 ,1 ,2 ,1 
SKRuI7mO,133 ,173 ,226 ,296 ,99 
SKRuieFv,2 ,2 ,3 ,4 ,1 
SKruiJ0D,1 ,2 ,2 ,3 ,1 
SKRuIjvc,1 ,1 ,2 ,2 ,1 
SKRuIK04,2 ,2 ,3 ,4 ,1 
SKRuir0V,1 ,1 ,2 ,3 ,1 
SKrUIWvb,1 ,1 ,2 ,3 ,1 
SKrUIz4p,2 ,2 ,3 ,4 ,1 
SKRuJ8wp,1 ,1 ,1 ,2 ,1 
SKRUJESx,1 ,1 ,1 ,1 ,0 
SKrujHh2,2 ,2 ,3 ,4 ,1 
SKRujIGn,1 ,2 ,2 ,3 ,1 
SKrujIMX,1 ,1 ,2 ,3 ,1 
SKrujVHG,1 ,1 ,1 ,1 ,0 
SKrUjVzO,1 ,1 ,2 ,2 ,1 
SKrujxpb,2 ,2 ,3 ,3 ,1 
SKRuKCV0,1 ,1 ,1 ,1 ,0 
SKruKfmj,2 ,2 ,3 ,3 ,1 
SKrUKpVP,2 ,2 ,3 ,4 ,1 
SKRUKQdD,2 ,3 ,4 ,5 ,2 
SKruKTJt,1 ,2 ,2 ,3 ,1 
SKRUl2Ey,1 ,1 ,2 ,2 ,1 
SKruL8NZ,4 ,5 ,7 ,9 ,3 
SKRulB6L,2 ,3 ,4 ,5 ,2 
SKRule0E,1 ,1 ,2 ,2 ,1 
SKRulF3e,1 ,1 ,1 ,1 ,0 
SKrULkWs,1 ,1 ,2 ,2 ,1 
SKRuLNO6,1 ,2 ,2 ,3 ,1 
SKRUMe2J,2 ,2 ,3 ,4 ,1 
SKrUMNHZ,1 ,1 ,2 ,3 ,1 
SKRUMqth,1 ,1 ,1 ,2 ,1 
SKRUmWqw,1 ,2 ,2 ,3 ,1 
SKRuMZU8,2 ,2 ,3 ,4 ,1 
SKruN73Y,1 ,1 ,1 ,2 ,1 
SKrundGb,1 ,2 ,2 ,3 ,1 
SKRuNIZO,1 ,1 ,1 ,1 ,0 
SKRuNOin,1 ,1 ,1 ,1 ,0 
SKRUnOVE,1 ,2 ,2 ,3 ,1 
SKRUnPeC,1 ,2 ,2 ,3 ,1 
SKRUNXQM,2 ,2 ,3 ,4 ,1 
SKRuOCGm,5 ,6 ,8 ,11 ,4 
SKRUOi32,2 ,2 ,3 ,4 ,1 
SKRuoWOG,1 ,1 ,2 ,2 ,1 
SKrUoxXj,4 ,5 ,6 ,8 ,3 
SKRup5gl,2 ,3 ,3 ,4 ,1 
SKRUPAZC,16 ,21 ,27 ,35 ,12 
SKRUpe2L,3 ,4 ,5 ,6 ,2 
SKRuPQ8N,2 ,2 ,3 ,4 ,1 
SKRUPSsC,1 ,1 ,2 ,2 ,1 
SKRUptCK,1 ,2 ,2 ,3 ,1 
SKRuPvFZ,6 ,7 ,10 ,13 ,4 
SKruQ4Na,1 ,2 ,2 ,3 ,1 
SKruQCsc,1 ,2 ,2 ,3 ,1 
SKRUqvam,1 ,1 ,1 ,2 ,1 
SKRurm2I,1 ,1 ,2 ,2 ,1 
SKRus4em,0 ,1 ,1 ,1 ,0 
SKrUSCNT,3 ,4 ,5 ,6 ,2 
SKRusU5a,2 ,3 ,4 ,5 ,2 
SKRuT7nA,1 ,2 ,2 ,3 ,1 
SKrutjPq,2 ,2 ,3 ,4 ,1 
SKRuTK4r,1 ,1 ,2 ,2 ,1 
SKrUtl7V,1 ,2 ,2 ,3 ,1 
SKRuTqdL,1 ,1 ,2 ,2 ,1 
SKrUuck8,1 ,1 ,1 ,1 ,0 
SKrUun3M,2 ,2 ,3 ,4 ,1 
SKruUTZp,1 ,1 ,1 ,1 ,0 
SKruv6Xg,1 ,2 ,2 ,3 ,1 
SKrUVcD1,1 ,1 ,2 ,2 ,1 
SKRUvES4,4 ,5 ,7 ,9 ,3 
SKRUvght,1 ,2 ,2 ,3 ,1 
SKruvHfV,5 ,7 ,9 ,12 ,4 
SKRuVOEk,12 ,16 ,20 ,27 ,9 
SKrUvpo0,1 ,1 ,2 ,2 ,1 
SKrUVsaX,1 ,1 ,1 ,2 ,1 
SKruvYCt,2 ,2 ,3 ,4 ,1 
SKRuvZib,4 ,5 ,7 ,9 ,3 
SKRuWJTw,1 ,1 ,1 ,2 ,1 
SKrUwuat,1 ,2 ,2 ,3 ,1 
SKRUX1xq,3 ,4 ,6 ,8 ,3 
SKrUx2Bf,1 ,2 ,2 ,3 ,1 
SKruxahc,2 ,2 ,3 ,4 ,1 
SKruXDZi,1 ,1 ,2 ,2 ,1 
SKRuXLOe,2 ,3 ,3 ,4 ,1 
SKRuXQ6o,2 ,2 ,3 ,4 ,1 
SKRUydBP,1 ,1 ,1 ,2 ,1 
SKruyI7H,2 ,2 ,3 ,4 ,1 
SKRuyi7l,2 ,3 ,4 ,6 ,2 
SKRUYmPJ,2 ,3 ,4 ,5 ,2 
SKruYUVe,1 ,1 ,1 ,2 ,1 
SKRuyWJY,1 ,1 ,2 ,3 ,1 
SKrUZ2xa,3 ,4 ,5 ,6 ,2 
SKRuzg80,2 ,3 ,4 ,5 ,2 
SKRuzK3b,4 ,5 ,7 ,9 ,3 
SKRUzknP,1 ,1 ,2 ,2 ,1 
SKrUZviS,1 ,1 ,2 ,2 ,1 
SKRUZYPK,1 ,1 ,1 ,2 ,1 
SKRuZYyx,1 ,1 ,1 ,1 ,0 
SKRV052E,2 ,2 ,3 ,4 ,1 
SKRv0fI2,1 ,1 ,1 ,2 ,1 
SKrv1EkQ,1 ,2 ,2 ,3 ,1 
SKrv1OIF,1 ,2 ,2 ,3 ,1 
SKRV1p2D,4 ,5 ,6 ,8 ,3 
SKrv1pbK,1 ,1 ,2 ,2 ,1 
SKRV2Nqt,1 ,1 ,2 ,2 ,1 
SKRv37Mt,2 ,2 ,3 ,4 ,1 
SKRv4hIW,2 ,3 ,3 ,4 ,1 
SKrV4UvT,1 ,2 ,3 ,3 ,1 
SKRv4w2z,1 ,2 ,2 ,3 ,1 
SKrV5Ksq,2 ,2 ,3 ,4 ,1 
SKrV5pPL,1 ,1 ,2 ,2 ,1 
SKrV62vW,1 ,2 ,2 ,3 ,1 
SKRV67kW,2 ,2 ,3 ,4 ,1 
SKRV6Lyu,2 ,3 ,4 ,5 ,2 
SKRV6XLO,2 ,2 ,3 ,4 ,1 
SKRv72WK,1 ,1 ,2 ,2 ,1 
SKRv7jgB,3 ,4 ,5 ,6 ,2 
SKRv7rg9,6 ,7 ,10 ,13 ,4 
SKRV7vLk,0 ,0 ,1 ,1 ,0 
SKRV8Eja,1 ,1 ,2 ,2 ,1 
SKrv8o7g,1 ,2 ,2 ,3 ,1 
SKRV9Jdu,1 ,1 ,2 ,3 ,1 
SKrv9ZcX,0 ,1 ,1 ,1 ,0 
SKrva5bE,2 ,3 ,4 ,5 ,2 
SKRvaAYV,2 ,2 ,3 ,4 ,1 
SKrvAMhH,1 ,1 ,2 ,2 ,1 
SKRvATck,1 ,2 ,2 ,3 ,1 
SKRvAxqp,2 ,3 ,4 ,5 ,2 
SKrVB0UE,2 ,3 ,4 ,5 ,2 
SKrVbCHh,2 ,3 ,3 ,5 ,2 
SKrvbGl1,1 ,1 ,2 ,2 ,1 
SKRVbLOi,5 ,7 ,9 ,12 ,4 
SKRVcAaD,1 ,2 ,2 ,3 ,1 
SKrvcIKy,2 ,2 ,3 ,4 ,1 
SKRVcmgZ,0 ,1 ,1 ,1 ,0 
SKrVCujk,1 ,1 ,2 ,2 ,1 
SKrvCVQx,1 ,2 ,3 ,3 ,1 
SKRvCwke,2 ,3 ,4 ,5 ,2 
SKrvcWOX,1 ,2 ,2 ,3 ,1 
SKrVCWUq,2 ,2 ,3 ,3 ,1 
SKrVczeO,3 ,3 ,4 ,6 ,2 
SKrVcZpm,1 ,1 ,2 ,2 ,1 
SKRvD2Xj,2 ,3 ,4 ,5 ,2 
SKRvD530,1 ,2 ,3 ,3 ,1 
SKRVD59T,2 ,2 ,3 ,4 ,1 
SKrVDCpN,1 ,1 ,2 ,2 ,1 
SKRVDHCj,2 ,2 ,3 ,3 ,1 
SKRvdMwn,2 ,2 ,3 ,4 ,1 
SKrVDOts,3 ,4 ,5 ,7 ,2 
SKRVdP8F,2 ,3 ,3 ,4 ,1 
SKrVFK4L,2 ,2 ,3 ,4 ,1 
SKrVflZ3,2 ,2 ,3 ,4 ,1 
SKrvFofx,2 ,2 ,3 ,3 ,1 
SKRvfX7B,1 ,1 ,1 ,1 ,0 
SKrVg4s0,5 ,6 ,8 ,10 ,3 
SKRvG5mQ,1 ,2 ,2 ,3 ,1 
SKrVG7hJ,1 ,1 ,1 ,2 ,1 
SKrvGAfn,1 ,1 ,2 ,3 ,1 
SKrvGduz,1 ,2 ,2 ,3 ,1 
SKrvGkLi,2 ,2 ,3 ,3 ,1 
SKRVgOyE,2 ,3 ,4 ,5 ,2 
SKRvGUP9,2 ,2 ,3 ,4 ,1 
SKrVgwh7,1 ,2 ,3 ,3 ,1 
SKRvH1fy,2 ,2 ,3 ,4 ,1 
SKRVheGI,1 ,1 ,2 ,2 ,1 
SKRVho9q,4 ,5 ,7 ,9 ,3 
SKRvHsX4,1 ,1 ,1 ,2 ,1 
SKrvhTlj,2 ,2 ,3 ,4 ,1 
SKrviM65,1 ,2 ,2 ,3 ,1 
SKrViOsC,1 ,1 ,2 ,2 ,1 
SKrvIQhk,1 ,2 ,2 ,3 ,1 
SKrvIuO8,10 ,13 ,17 ,22 ,7 
SKRVJ4nm,1 ,2 ,2 ,3 ,1 
SKRVJ6rO,1 ,1 ,1 ,1 ,0 
SKRvjcnH,1 ,1 ,2 ,3 ,1 
SKRVJX6b,1 ,2 ,2 ,3 ,1 
SKrvK7JW,1 ,1 ,2 ,2 ,1 
SKrVKDUn,1 ,1 ,1 ,2 ,1 
SKrvkSEO,10 ,13 ,17 ,23 ,8 
SKRVKsqP,2 ,2 ,3 ,4 ,1 
SKRVl1yw,1 ,1 ,1 ,1 ,0 
SKrvLamF,1 ,1 ,1 ,2 ,1 
SKRvLBwg,1 ,2 ,2 ,3 ,1 
SKrVLMz6,3 ,4 ,6 ,7 ,2 
SKRVlNT6,3 ,4 ,5 ,7 ,2 
SKRVLoTf,5 ,6 ,8 ,11 ,4 
SKrvlyGi,2 ,2 ,3 ,4 ,1 
SKrVMEbW,2 ,3 ,3 ,4 ,1 
SKrvMeTl,5 ,6 ,8 ,10 ,3 
SKRVMf85,1 ,1 ,1 ,1 ,0 
SKrvMFB6,1 ,2 ,2 ,3 ,1 
SKRvmfpU,1 ,1 ,1 ,1 ,0 
SKRVmHlG,1 ,2 ,2 ,3 ,1 
SKRvmJIb,4 ,5 ,7 ,9 ,3 
SKrVMjYO,1 ,1 ,2 ,2 ,1 
SKRVMNIp,2 ,2 ,3 ,4 ,1 
SKrvMUkN,1 ,1 ,2 ,2 ,1 
SKRVMXn5,2 ,3 ,4 ,5 ,2 
SKRVn8c6,0 ,1 ,1 ,1 ,0 
SKRvn9Lm,2 ,2 ,3 ,4 ,1 
SKrVNFxH,1 ,1 ,2 ,2 ,1 
SKRVnlDZ,2 ,3 ,3 ,4 ,1 
SKRvNOBP,2 ,2 ,3 ,4 ,1 
SKrvnTdP,3 ,3 ,4 ,6 ,2 
SKrVo6Sd,8 ,11 ,14 ,18 ,6 
SKrvOARo,1 ,2 ,2 ,3 ,1 
SKrvOnPT,1 ,2 ,2 ,3 ,1 
SKRVoUEt,7 ,9 ,12 ,15 ,5 
SKRVoWv6,1 ,1 ,2 ,2 ,1 
SKRVP5Qe,1 ,1 ,2 ,2 ,1 
SKrVp6eE,3 ,3 ,4 ,6 ,2 
SKrVP9wd,2 ,3 ,3 ,4 ,1 
SKrvPB9x,1 ,1 ,2 ,3 ,1 
SKrvpcKe,2 ,2 ,3 ,4 ,1 
SKrvPJbF,2 ,2 ,3 ,4 ,1 
SKrvPTVU,1 ,2 ,2 ,3 ,1 
SKrvpUcK,2 ,2 ,3 ,4 ,1 
SKrvpVus,2 ,2 ,3 ,3 ,1 
SKrvQ1qW,2 ,2 ,3 ,4 ,1 
SKRVqAQz,1 ,1 ,1 ,2 ,1 
SKRvqGxQ,1 ,1 ,1 ,1 ,0 
SKRVqmXQ,1 ,1 ,2 ,2 ,1 
SKrVQn5p,1 ,2 ,2 ,3 ,1 
SKrVqZvF,4 ,6 ,7 ,10 ,3 
SKrvR63F,2 ,2 ,3 ,4 ,1 
SKRvr6kc,2 ,2 ,3 ,4 ,1 
SKRvr7ke,4 ,5 ,6 ,8 ,3 
SKRVsFeN,1 ,1 ,1 ,1 ,0 
SKRVSMNU,5 ,7 ,9 ,12 ,4 
SKrvSn3h,1 ,1 ,2 ,2 ,1 
SKrvSqPW,1 ,2 ,2 ,3 ,1 
SKrVsqUf,2 ,2 ,3 ,4 ,1 
SKrvsycU,1 ,1 ,2 ,2 ,1 
SKRvt50B,2 ,2 ,3 ,4 ,1 
SKRvt7gd,2 ,2 ,3 ,4 ,1 
SKRVT94Q,2 ,3 ,4 ,5 ,2 
SKrvtH3A,5 ,7 ,9 ,11 ,4 
SKRvtlh7,12 ,15 ,20 ,27 ,9 
SKRVU0Sx,1 ,2 ,2 ,3 ,1 
SKRVud1K,1 ,1 ,2 ,2 ,1 
SKrVUkJX,2 ,3 ,3 ,4 ,1 
SKrvUm4f,1 ,1 ,2 ,2 ,1 
SKrvUtP6,1 ,1 ,1 ,2 ,1 
SKRvVitI,2 ,2 ,3 ,4 ,1 
SKRVvkpa,3 ,4 ,6 ,7 ,2 
SKRVvYmj,1 ,1 ,2 ,2 ,1 
SKRvw2pQ,1 ,1 ,2 ,3 ,1 
SKRVW3FK,1 ,2 ,2 ,3 ,1 
SKrvw8JN,1 ,1 ,2 ,2 ,1 
SKRVWEc1,1 ,2 ,2 ,3 ,1 
SKRvweu4,1 ,1 ,2 ,2 ,1 
SKrVwj50,1 ,2 ,3 ,3 ,1 
SKrVWLDS,1 ,2 ,2 ,3 ,1 
SKRVwnEG,1 ,2 ,3 ,3 ,1 
SKrvWRpn,1 ,1 ,2 ,2 ,1 
SKrVWxbs,1 ,1 ,1 ,2 ,1 
SKrvWz3H,3 ,4 ,6 ,7 ,2 
SKrVxFbe,1 ,2 ,2 ,3 ,1 
SKRvxjZK,1 ,1 ,2 ,2 ,1 
SKRVXNL1,1 ,2 ,2 ,3 ,1 
SKRVXP5u,1 ,2 ,2 ,3 ,1 
SKRVXQy6,5 ,7 ,9 ,12 ,4 
SKrVXTCi,1 ,2 ,2 ,3 ,1 
SKRvY3Bh,1 ,1 ,1 ,2 ,1 
SKRvyDK7,1 ,1 ,1 ,2 ,1 
SKrVyFld,1 ,1 ,1 ,2 ,1 
SKrVYivn,1 ,1 ,2 ,2 ,1 
SKRvypOa,2 ,2 ,3 ,4 ,1 
SKRVysCh,1 ,1 ,2 ,2 ,1 
SKRvyuoa,1 ,1 ,2 ,3 ,1 
SKrvyX9k,1 ,2 ,2 ,3 ,1 
SKrVz97W,1 ,1 ,1 ,2 ,1 
SKrvZ9H7,1 ,1 ,1 ,1 ,0 
SKrvzdFN,0 ,0 ,1 ,1 ,0 
SKRvZQTE,2 ,3 ,4 ,5 ,2 
SKrw0iCO,1 ,1 ,1 ,1 ,0 
SKRw10DA,4 ,6 ,8 ,10 ,3 
SKrw15AQ,1 ,2 ,2 ,3 ,1 
SKRW19uG,5 ,6 ,8 ,10 ,3 
SKRw1GYn,1 ,2 ,2 ,3 ,1 
SKRw1tMF,1 ,1 ,2 ,2 ,1 
SKrw2O1V,7 ,9 ,12 ,16 ,5 
SKRw3pGn,1 ,1 ,2 ,2 ,1 
SKrW3VYT,2 ,2 ,3 ,4 ,1 
SKrW4cYI,2 ,3 ,3 ,5 ,2 
SKrw57Sl,1 ,1 ,1 ,1 ,0 
SKRw59co,1 ,2 ,2 ,3 ,1 
SKRW5efN,2 ,2 ,3 ,4 ,1 
SKRw5kpT,1 ,1 ,1 ,1 ,0 
SKRw5Ns3,1 ,1 ,2 ,2 ,1 
SKRW5rXi,1 ,1 ,1 ,2 ,1 
SKRw5zuv,2 ,2 ,3 ,3 ,1 
SKRw7BC4,1 ,1 ,1 ,1 ,0 
SKrw7f2g,1 ,2 ,2 ,3 ,1 
SKRW7Gqj,3 ,4 ,6 ,7 ,2 
SKRW8BQp,1 ,1 ,1 ,1 ,0 
SKrW8gcG,1 ,2 ,2 ,3 ,1 
SKRw9XCA,1 ,2 ,2 ,3 ,1 
SKRwaCYm,0 ,0 ,1 ,1 ,0 
